provnum,overall_rating,survey_rating,quality_rating,staffing_rating,RN_staffing_rating
56124,1,1,4,2,2
56125,5,4,5,4,4
56127,3,3,4,2,2
56129,2,1,5,4,4
56132,3,3,4,3,3
56133,2,1,5,4,4
56136,2,2,5,1,1
56137,2,1,3,4,3
56138,5,4,5,3,3
56139,5,5,5,4,3
56143,3,2,5,3,2
56144,4,3,5,3,3
56145,4,3,5,3,3
56148,3,2,5,3,3
56149,4,2,5,4,4
56150,4,3,5,3,3
56151,5,3,5,4,4
56153,1,1,3,3,3
56155,5,5,5,4,5
56157,3,2,5,2,1
56158,5,4,5,5,5
56159,4,2,5,4,3
56162,4,3,5,3,2
56164,3,2,5,3,3
56166,4,2,5,4,4
56167,3,2,5,3,2
56168,3,3,4,2,1
56169,3,2,5,3,3
56170,5,5,5,3,4
56174,5,4,5,4,5
56176,3,2,5,3,3
56177,3,2,5,3,3
56178,4,4,4,3,2
56180,5,5,4,5,5
56182,4,4,4,3,3
56183,2,2,3,2,2
56185,3,2,5,3,3
56186,4,3,5,3,1
56188,2,1,5,2,1
56189,5,4,5,5,5
56190,3,2,5,2,1
56192,4,2,5,5,5
56194,5,4,5,3,3
56195,1,1,4,3,3
56198,3,2,2,5,5
56200,5,4,5,,
56201,5,4,5,3,3
56203,2,1,5,4,4
56205,5,4,5,5,5
56206,3,2,5,3,2
56207,5,4,5,3,3
56212,3,2,5,3,3
56213,4,3,4,4,4
56214,5,3,5,4,3
56215,5,5,5,4,4
56216,4,3,2,4,4
56218,2,1,5,3,3
56220,4,3,5,3,3
56222,2,1,4,4,3
56225,5,5,5,3,3
56228,5,4,5,4,3
56229,3,3,4,2,2
56231,1,1,3,3,3
56234,4,3,5,3,3
56237,2,1,5,1,1
56238,1,1,3,1,2
56242,1,2,4,1,1
56243,5,4,5,4,4
56244,3,2,4,5,5
56245,5,5,3,5,5
56250,1,2,3,1,1
56253,2,2,3,3,3
56258,2,1,3,4,4
56259,5,4,5,3,2
56260,3,2,5,3,3
56261,2,2,4,2,1
56266,5,5,5,4,5
56267,3,3,5,1,1
56271,5,3,5,4,4
56272,3,2,2,4,3
56274,3,2,5,3,3
56279,5,4,5,4,3
56280,2,1,4,5,5
56281,5,5,5,4,3
56283,5,4,5,3,3
56286,3,3,3,2,2
56288,4,4,3,2,1
56290,5,4,5,5,5
56291,2,2,4,2,2
56293,5,4,5,3,4
56294,1,1,4,1,1
56296,1,1,3,3,2
56298,5,4,5,4,4
56300,1,1,4,3,3
56301,5,5,4,3,5
56304,2,2,2,2,3
56308,4,2,5,4,3
56311,4,3,3,4,4
56313,2,1,3,4,3
56315,3,2,4,4,4
56316,4,3,4,4,4
56317,4,2,5,4,5
56321,3,2,5,3,3
56322,2,1,5,3,2
56324,3,4,3,1,2
56325,3,3,2,2,2
56326,2,1,5,4,3
56327,3,2,4,4,4
56328,4,2,5,4,4
56330,5,4,5,4,4
56331,4,3,5,3,4
56333,5,3,5,5,5
56334,1,1,4,2,2
56337,4,2,5,4,4
56338,5,5,5,3,3
56345,5,5,5,4,3
56346,1,1,3,3,2
56348,2,2,4,3,2
56350,1,1,3,2,1
56351,2,1,5,4,4
56353,5,4,5,3,2
56359,4,3,4,5,5
56360,4,2,5,4,4
56361,3,2,4,4,4
56362,2,1,5,4,4
56363,3,2,4,4,3
56364,4,2,5,5,5
56365,5,4,5,3,2
56367,2,1,5,4,4
56370,4,4,4,4,4
56372,4,2,5,4,4
56376,2,1,2,4,4
56377,4,3,5,3,3
56378,3,2,5,3,2
56379,1,2,1,3,2
56380,2,1,5,2,2
56381,5,4,3,5,5
56382,3,2,5,3,2
56388,5,4,4,5,5
56389,3,3,4,3,3
56391,4,2,5,4,3
56392,5,3,5,4,5
56394,4,2,5,4,4
56399,3,3,2,2,2
56401,4,2,5,5,5
56405,1,1,3,3,2
56407,3,2,4,4,4
56410,5,3,5,4,4
56411,4,2,5,4,5
56412,3,2,4,4,4
56413,4,3,5,2,1
56415,4,3,5,3,2
56416,1,1,1,4,4
56417,2,1,5,4,3
56422,5,4,5,4,5
56423,3,2,5,3,2
56425,2,1,5,2,1
56426,5,3,5,4,3
56428,2,1,5,5,5
56429,1,1,4,1,1
56430,3,2,4,5,5
56431,1,1,4,3,2
56433,3,2,5,3,2
56435,2,2,4,2,1
56436,2,1,5,4,4
56437,5,4,5,4,4
56438,5,3,5,4,3
56443,5,4,5,2,3
56444,4,3,3,4,3
56446,5,4,5,4,5
56447,5,4,5,4,5
56449,4,4,3,,
56451,4,3,5,3,3
56456,2,1,3,4,3
56457,4,4,4,2,2
56458,3,2,5,2,2
56463,4,3,5,3,4
56466,4,3,5,3,2
56471,4,3,4,4,4
56475,4,3,5,3,2
56476,4,4,4,3,4
56477,3,2,5,3,3
56478,3,2,5,3,2
56479,5,4,5,4,5
56483,4,2,5,4,4
56485,5,4,5,2,2
56487,2,1,5,2,2
56488,2,1,5,4,3
56489,3,2,2,4,3
56495,5,4,5,4,4
56496,5,5,5,4,4
56499,5,4,4,5,5
05A021,4,4,2,4,4
05A024,5,5,5,3,1
05A027,4,2,5,4,4
05A103,5,4,5,4,4
05A109,5,4,5,3,3
05A110,4,3,3,4,4
05A122,3,3,4,2,1
05A125,5,4,5,3,2
05A130,3,3,4,3,1
05A134,5,4,5,,
05A137,5,5,5,3,2
05A147,5,5,5,5,5
05A164,4,2,5,4,3
05A183,1,1,4,2,1
05A192,5,5,5,5,5
05A198,5,4,5,2,4
05A208,5,4,5,3,2
05A213,5,3,5,4,5
05A263,3,2,5,3,2
05A264,5,3,5,4,4
05A269,4,3,5,2,1
05A277,5,3,5,5,5
05A290,5,5,5,4,3
05A292,5,5,5,5,5
05A311,5,3,5,4,5
05A315,5,3,5,5,5
05A331,5,4,5,5,5
05A340,5,4,5,4,3
05A347,5,3,5,4,3
05A355,3,2,4,4,3
05A357,4,3,3,5,5
05A360,4,4,,4,3
05A364,4,2,5,4,4
05A371,2,2,5,1,1
05A396,5,4,5,3,2
05A397,2,1,5,4,3
05A408,5,5,5,5,5
05A411,3,2,5,3,3
05A427,5,4,5,5,5
05A429,5,5,5,4,4
05A431,,,,,
5.00E+62,5,4,5,,
5.00E+119,3,2,5,2,3
65001,2,2,2,3,3
65009,5,4,5,5,5
65015,3,2,2,5,5
65034,4,3,5,3,3
65052,5,4,5,4,4
65077,4,3,2,4,4
65089,1,1,1,3,3
65092,4,3,4,4,5
65095,3,2,2,4,4
65097,3,2,3,5,5
65100,2,1,2,4,4
65108,2,2,2,3,5
65110,3,2,5,2,3
65113,4,2,5,4,5
65119,2,1,2,4,4
65120,4,4,2,4,5
65121,4,2,5,4,5
65124,5,5,5,3,3
65129,5,5,4,5,5
65139,4,2,5,5,5
65142,5,5,5,4,5
65144,2,1,3,5,5
65146,1,1,4,3,3
65147,1,1,1,4,4
65150,2,2,2,3,3
65152,2,3,1,3,4
65153,1,1,4,2,1
65163,4,3,2,4,3
65165,1,2,4,1,1
65166,1,1,2,2,3
65168,1,1,3,3,4
65169,1,1,1,2,3
65170,4,4,4,2,3
65171,5,3,5,4,5
65172,1,2,1,3,3
65174,2,1,5,1,1
65175,1,1,3,1,2
65176,5,4,5,3,3
65179,2,1,2,5,5
65181,5,4,5,4,5
65183,5,4,5,4,4
65185,5,4,5,5,5
65187,4,4,1,5,5
65188,2,2,2,3,3
65189,4,3,5,3,3
65191,4,4,4,4,4
65192,2,1,2,5,5
65193,1,1,3,3,4
65195,2,1,5,3,4
65196,4,2,5,4,4
65198,4,4,3,3,5
65202,4,3,3,5,5
65203,2,1,3,4,4
65206,4,4,4,3,4
65208,3,2,2,4,4
65209,5,5,5,4,5
65211,5,5,4,4,4
65212,4,3,5,2,3
65213,4,3,5,3,5
65214,3,2,3,5,5
65217,4,2,5,4,5
65219,2,2,3,2,3
65220,2,1,5,4,4
65221,2,1,5,2,4
65222,2,1,5,2,3
65223,4,3,5,3,5
65225,2,1,2,4,5
65226,1,1,2,2,3
65227,5,5,5,4,5
65228,1,1,2,3,4
65229,1,1,1,2,4
65230,3,4,3,1,2
65231,4,3,4,4,4
65232,2,2,2,3,4
65233,3,2,5,3,5
65234,5,3,5,4,4
65235,2,2,1,4,5
65236,2,1,4,5,5
65237,4,2,5,4,5
65238,1,1,3,3,3
65239,4,3,5,3,3
65240,3,2,2,4,4
65241,4,3,3,4,5
65242,5,4,5,3,3
65243,3,2,5,2,4
65244,1,1,1,4,4
65245,5,4,5,5,5
65246,5,4,3,5,5
65247,3,2,4,4,4
65248,1,1,3,3,5
65249,3,2,3,4,5
65250,3,2,2,4,5
65251,5,4,3,5,5
65252,1,1,1,4,4
65253,2,1,3,5,5
65254,4,4,2,4,4
65255,4,4,4,4,5
65256,3,3,3,3,3
65257,4,3,4,4,5
65258,3,2,4,4,3
65259,3,2,4,5,5
65263,1,1,2,2,3
65264,3,2,2,5,5
65265,3,2,5,2,4
65266,4,3,3,4,4
65267,5,4,5,3,5
65269,3,2,5,3,4
65271,5,4,3,5,5
65272,4,4,4,4,4
65273,4,3,5,3,3
65274,3,4,1,3,2
65276,4,4,3,3,5
65278,1,1,4,3,4
65282,4,3,4,4,5
65283,1,2,1,3,3
65284,3,3,4,3,3
65285,1,1,1,4,5
65286,4,4,4,4,4
65290,1,1,3,2,3
65291,5,3,5,4,4
65292,5,4,5,4,4
65294,4,4,3,4,4
65296,4,3,2,4,3
65297,4,4,4,3,4
65298,3,2,4,4,3
65299,3,4,1,4,4
65302,5,3,5,5,5
65303,2,1,4,5,5
65305,5,5,4,5,5
65306,4,3,3,4,3
65307,5,4,5,4,4
65308,5,4,4,5,5
65309,5,4,3,5,5
65311,4,4,3,4,5
65312,4,4,1,5,5
65316,4,4,1,5,5
65318,4,2,5,5,5
65320,5,4,5,5,5
65321,4,2,5,5,5
65322,2,1,5,4,4
65323,5,4,5,3,3
65324,5,4,5,5,5
65325,5,5,5,4,4
65327,2,1,5,4,4
65328,5,5,4,,
65330,5,4,4,5,5
65331,5,3,5,5,5
65332,5,3,5,4,5
65333,5,4,5,3,4
65337,3,3,2,2,4
65341,2,1,3,4,5
65344,5,4,5,5,5
65345,5,5,5,4,5
65347,4,2,5,4,4
65351,4,4,3,4,4
65354,3,2,3,5,5
65355,4,3,5,2,4
65356,2,1,5,3,4
65358,3,3,1,4,5
65359,4,3,2,4,4
65360,4,3,4,5,5
65361,5,4,4,5,5
65362,5,4,5,4,4
65366,5,3,5,4,5
65367,4,3,4,4,5
65368,5,5,4,4,5
65370,5,3,5,4,5
65373,3,3,4,3,5
65374,5,4,5,4,5
65376,5,3,5,4,5
65377,5,4,4,5,5
65378,5,4,5,4,4
65379,2,2,2,2,4
65380,3,4,1,4,4
65381,5,5,5,4,5
65382,5,4,5,4,4
65383,5,4,2,5,5
65384,2,2,1,4,5
65386,3,2,3,5,5
65387,4,3,4,4,5
65388,4,3,4,5,5
65390,5,4,5,5,5
65391,4,4,4,4,5
65392,3,2,5,3,5
65393,5,5,5,5,5
65394,5,4,2,5,5
65395,5,5,4,5,5
65396,2,2,2,3,2
65397,5,4,5,5,5
65398,5,5,2,,
65399,3,2,2,5,5
65400,2,1,2,5,5
65401,5,4,5,3,5
65402,5,5,5,4,5
65403,5,4,4,5,5
65404,3,3,1,5,5
65405,2,1,3,4,5
65406,5,3,5,5,5
65407,5,5,5,5,5
65408,2,2,5,1,2
65409,5,4,5,4,5
65410,5,5,2,5,5
65411,5,4,5,5,5
65412,5,5,4,5,5
65413,5,5,5,4,4
65414,5,5,3,5,5
65415,4,4,4,4,4
65416,,,,,
65417,,,,,
65418,,,,,
06A050,3,2,2,5,5
06A088,5,5,4,5,5
06A171,5,4,5,4,4
06A172,5,4,5,4,4
06A173,3,3,1,4,5
06A175,5,4,5,4,3
06A185,4,3,3,5,5
06A190,5,4,5,5,5
06A192,5,5,5,5,5
06A196,5,3,5,5,5
75001,2,1,2,4,4
75011,3,2,4,4,4
75013,5,4,5,3,3
75017,2,1,2,4,4
75028,4,3,3,4,5
75031,5,5,4,4,4
75034,5,4,5,5,5
75044,2,2,4,3,3
75047,4,4,4,3,4
75056,2,1,5,3,3
75057,3,3,2,3,3
75059,5,3,5,4,4
75060,1,1,3,3,3
75061,4,2,5,4,4
75063,4,4,4,4,4
75064,5,4,5,3,3
75069,1,1,3,3,3
75070,2,2,4,3,4
75074,5,5,2,5,5
75078,5,5,5,4,4
75079,5,5,5,3,4
75082,5,5,5,5,5
75084,4,4,2,4,5
75085,5,3,5,4,4
75089,1,1,4,3,3
75096,4,4,4,4,5
75102,4,3,4,4,4
75104,3,3,3,3,3
75105,2,1,5,3,4
75106,3,3,4,3,3
75109,3,2,3,5,5
75111,5,3,5,4,5
75113,2,1,3,5,5
75117,5,3,5,4,5
75135,3,2,4,5,5
75138,2,2,3,3,3
75144,4,3,3,4,5
75146,5,5,4,4,4
75153,4,2,5,4,3
75158,3,2,4,4,4
75159,1,1,2,3,4
75163,5,3,5,5,5
75181,5,4,5,3,4
75182,2,1,3,4,3
75183,3,3,3,3,4
75185,1,2,1,3,3
75192,4,4,3,3,3
75195,4,4,4,4,5
75196,1,1,3,3,2
75198,3,3,4,3,3
75200,1,1,1,4,4
75201,2,1,4,4,4
75202,5,4,3,5,5
75204,4,3,5,2,2
75205,4,4,4,4,4
75206,3,2,4,4,4
75207,3,2,5,3,4
75208,2,1,5,4,4
75210,2,1,4,4,4
75211,1,1,2,3,3
75213,2,2,4,3,3
75214,5,4,4,5,5
75216,5,4,4,5,5
75219,2,2,4,2,3
75221,5,4,5,3,3
75222,3,2,3,4,4
75228,1,1,2,3,2
75230,5,5,5,3,5
75231,3,3,4,3,5
75232,4,3,3,5,5
75234,1,1,3,3,3
75235,4,4,2,4,4
75236,4,2,5,4,5
75237,1,1,2,3,3
75238,4,4,4,3,3
75239,2,1,4,4,5
75240,2,2,2,3,5
75241,5,4,5,3,4
75243,5,4,3,5,5
75244,5,4,5,4,5
75246,2,1,4,4,4
75250,4,3,5,3,2
75251,4,4,3,3,3
75252,3,2,5,3,2
75253,2,2,2,3,3
75257,2,1,5,3,3
75258,4,3,3,4,3
75261,4,4,3,3,2
75263,2,1,5,4,4
75264,4,2,5,4,4
75265,5,4,5,4,5
75267,3,2,3,4,4
75268,4,2,5,4,4
75270,2,2,2,2,3
75271,3,3,4,3,5
75272,5,5,5,5,5
75274,2,1,3,4,4
75275,4,3,5,3,5
75278,4,3,5,3,3
75279,3,3,3,3,4
75280,3,3,1,4,3
75282,4,4,4,4,4
75286,4,4,2,4,4
75288,5,5,5,5,5
75290,5,5,5,5,5
75291,3,2,4,5,5
75292,2,1,5,4,4
75293,4,4,4,4,5
75294,3,3,4,3,4
75295,2,1,2,5,5
75296,5,5,3,3,3
75299,3,2,5,3,3
75300,2,1,5,5,5
75301,5,5,5,5,5
75306,4,3,4,4,4
75307,5,5,5,5,5
75309,3,2,4,4,4
75310,3,3,3,3,3
75312,3,3,2,3,4
75313,2,2,4,3,5
75314,5,4,5,2,3
75316,3,2,3,4,5
75317,3,2,4,4,4
75318,5,3,5,5,5
75319,3,3,4,3,3
75320,3,2,5,3,4
75321,4,3,3,5,5
75322,5,5,5,5,5
75323,5,4,5,3,3
75324,5,5,4,4,4
75325,5,3,5,4,5
75326,1,1,1,4,4
75327,5,4,3,5,5
75328,2,2,4,3,5
75329,3,2,4,5,5
75330,5,4,5,4,4
75331,3,2,2,4,4
75332,4,4,3,3,3
75333,5,5,5,4,5
75334,4,2,5,4,4
75335,4,3,4,4,4
75336,5,4,5,5,5
75337,3,2,3,4,4
75338,3,2,4,4,5
75339,5,3,5,4,3
75340,5,4,4,5,5
75341,4,3,5,3,4
75343,5,4,5,5,5
75345,3,3,2,3,3
75346,5,4,5,5,5
75347,5,5,4,3,4
75348,1,1,3,3,2
75349,2,1,4,4,4
75350,2,1,5,4,4
75351,1,1,3,3,3
75352,3,3,2,3,4
75353,5,3,5,5,5
75354,1,1,1,4,5
75355,4,2,5,5,5
75356,5,3,5,4,5
75358,2,2,3,3,5
75359,5,3,5,4,4
75361,5,5,5,5,5
75362,4,3,2,4,5
75365,4,4,3,4,5
75366,5,4,5,4,4
75367,3,2,4,4,5
75368,5,3,5,4,4
75369,1,2,1,2,1
75370,2,1,5,4,3
75371,5,4,3,5,5
75373,4,4,4,4,4
75374,5,5,5,4,5
75375,5,5,5,4,5
75377,4,3,2,4,4
75378,5,3,5,5,5
75379,4,3,4,4,5
75380,4,3,4,4,5
75381,4,3,5,3,3
75382,4,3,4,4,5
75383,5,4,5,4,5
75384,5,4,5,3,4
75386,4,4,2,3,3
75387,4,2,5,4,4
75388,1,1,3,3,5
75389,3,2,4,4,4
75390,3,2,2,4,4
75393,5,4,3,5,5
75394,2,1,5,4,4
75395,2,2,2,3,3
75396,4,3,4,4,4
75397,1,1,3,3,2
75399,3,2,4,4,3
75400,2,1,4,5,5
75402,5,5,5,4,4
75403,2,1,2,4,4
75404,2,2,4,3,3
75405,1,1,1,4,4
75407,3,2,4,4,4
75408,2,1,2,5,5
75410,5,4,5,4,5
75411,5,3,5,4,5
75412,3,4,1,4,4
75413,3,2,3,4,4
75414,5,5,4,5,5
75415,2,1,5,3,3
75416,5,4,5,4,5
75417,2,1,5,3,3
75418,4,2,5,4,4
75419,5,4,5,3,3
75420,2,2,2,3,3
75421,5,4,5,5,5
75423,4,4,4,4,4
75425,4,2,5,4,4
75426,5,5,5,5,5
75429,5,4,5,5,5
75431,5,5,5,3,5
75432,2,1,5,3,5
75434,1,1,4,3,4
75436,4,2,5,4,5
75437,5,5,5,5,5
75438,2,1,5,4,4
75439,5,4,3,5,5
75440,5,4,5,,
75441,4,2,5,5,5
85001,5,4,5,4,4
85002,5,4,5,4,5
85003,5,5,5,5,5
85004,4,3,2,4,4
85006,2,2,4,3,3
85009,5,5,5,5,5
85010,3,2,3,4,4
85012,5,3,5,5,5
85013,4,3,4,4,5
85015,3,3,3,3,4
85017,5,4,5,4,5
85019,5,4,2,5,5
85020,3,3,2,3,3
85021,2,1,5,5,5
85025,3,2,4,4,5
85026,5,5,4,5,5
85027,3,2,3,4,4
85028,2,2,2,3,3
85029,4,4,4,4,4
85031,1,1,4,3,3
85032,2,1,3,5,5
85033,1,1,4,3,3
85034,3,2,3,5,5
85035,4,3,3,5,5
85036,5,3,5,5,5
85037,1,1,3,3,3
85039,2,2,4,2,4
85040,4,4,3,4,5
85041,2,1,4,4,5
85042,4,3,3,4,5
85043,5,3,5,4,4
85047,4,3,5,3,2
85048,5,4,5,4,4
85050,4,3,5,3,4
85051,3,2,3,5,5
85052,5,4,5,4,4
85053,4,2,5,5,5
85054,5,4,5,3,3
85055,2,1,2,5,5
85056,4,4,2,4,4
08A006,5,5,5,5,5
08A011,4,3,4,5,5
08A015,5,5,5,5,5
08A020,2,1,3,5,5
8.00E+29,5,4,5,5,5
95005,2,1,5,5,5
95014,4,2,5,4,5
95015,3,2,4,4,3
95019,2,1,4,4,4
95020,5,4,5,4,4
95021,5,4,5,5,5
95022,3,2,4,4,4
95024,5,3,5,4,5
95025,5,4,5,5,5
95026,5,4,5,5,5
95027,2,1,5,3,3
95028,5,4,5,5,5
95030,5,4,3,5,5
95031,5,3,5,4,4
95034,5,3,5,4,4
95036,4,2,5,4,4
95038,5,3,5,5,5
95039,2,1,3,4,4
9.00E+20,5,5,5,5,5
105001,4,3,5,3,3
105002,1,2,1,2,1
105005,4,4,4,4,5
105008,4,3,4,5,5
105009,4,3,4,4,4
105012,3,2,5,2,2
105016,5,5,5,5,5
105021,1,1,2,3,3
105029,3,3,4,2,2
105030,2,1,2,4,4
105037,2,2,2,3,2
105038,2,2,1,4,4
105039,4,2,5,4,4
105045,4,3,3,4,3
105047,4,4,4,4,4
105050,3,2,2,4,3
105052,3,4,1,4,4
105057,1,1,3,3,2
105067,2,1,5,3,3
105071,3,4,1,4,3
105072,2,1,2,4,4
105083,4,3,4,4,3
105089,4,4,2,4,4
105101,4,3,5,,
105117,5,4,5,3,2
105119,2,2,4,3,3
105120,5,3,5,4,3
105125,3,3,3,3,3
105128,5,4,5,4,4
105132,3,2,5,3,2
105135,3,3,3,3,2
105138,4,3,5,3,2
105140,3,3,1,4,4
105145,5,4,3,5,5
105146,5,3,5,4,4
105147,2,1,2,4,3
105148,5,4,5,3,3
105149,4,4,3,4,4
105152,5,4,5,4,3
105153,2,1,5,2,2
105155,2,1,4,4,4
105158,5,5,4,5,5
105159,4,3,4,4,5
105166,1,1,2,2,2
105172,2,1,3,4,4
105175,5,3,5,5,5
105176,3,2,3,4,4
105178,5,4,5,4,4
105190,4,3,2,4,3
105193,3,2,4,4,4
105196,5,4,5,4,3
105202,4,3,2,4,5
105205,4,3,5,3,3
105207,4,4,3,4,4
105210,3,3,1,4,3
105217,4,2,5,4,5
105219,3,3,4,3,3
105227,2,1,3,4,5
105228,2,1,2,4,3
105229,5,4,5,4,3
105232,4,3,5,3,3
105234,1,2,1,3,3
105237,5,4,5,4,4
105238,1,1,3,3,2
105248,3,3,4,3,3
105250,2,2,2,3,3
105251,5,4,5,4,4
105252,2,1,2,4,4
105255,5,5,5,4,4
105257,2,1,5,4,4
105258,3,2,5,3,2
105259,4,3,4,4,3
105261,4,2,5,4,5
105262,1,1,4,3,3
105265,3,3,3,3,3
105267,5,5,5,4,4
105268,4,2,5,4,5
105269,1,1,4,3,3
105271,1,1,4,3,3
105274,4,4,3,3,2
105275,5,4,5,3,3
105277,4,2,5,4,4
105280,2,2,4,3,3
105282,2,1,4,4,4
105283,2,2,4,3,3
105285,3,4,1,3,2
105286,3,3,2,3,2
105287,2,1,5,3,2
105289,5,4,5,4,3
105291,5,4,5,3,2
105292,4,2,5,4,3
105293,4,2,5,4,3
105295,5,5,2,5,5
105296,5,4,3,5,5
105297,5,4,5,2,1
105298,5,5,3,4,3
105299,4,3,5,3,3
105300,2,2,1,4,4
105301,4,4,3,4,4
105302,1,1,1,4,4
105304,3,2,4,4,4
105305,2,1,3,4,3
105307,4,3,5,3,3
105308,2,2,4,2,1
105310,1,1,4,3,3
105311,2,1,3,4,4
105315,2,2,3,3,3
105317,3,3,2,3,3
105319,5,5,4,5,5
105320,3,4,1,4,3
105321,2,2,4,3,3
105323,2,2,3,3,3
105324,3,3,3,3,2
105325,1,1,3,2,1
105326,5,5,3,5,5
105327,4,3,4,4,5
105328,4,4,3,4,3
105329,3,3,4,,
105331,3,2,4,5,5
105332,3,3,4,3,2
105333,4,2,5,4,3
105335,5,4,4,5,5
105336,4,4,4,3,2
105342,5,4,5,4,4
105343,2,3,1,3,2
105346,3,3,1,4,4
105349,3,2,3,4,4
105350,4,4,1,5,5
105351,4,4,2,4,4
105352,4,4,4,3,3
105353,4,4,2,4,4
105354,4,3,4,4,3
105355,4,4,3,4,4
105356,2,2,2,3,2
105358,4,2,5,4,5
105360,4,3,5,3,3
105362,5,4,5,3,3
105363,1,1,4,3,3
105364,4,3,3,4,3
105365,4,3,4,4,4
105366,3,2,5,3,3
105371,3,2,5,3,3
105372,2,1,5,3,3
105373,2,2,4,3,2
105374,4,4,3,4,4
105375,1,2,1,3,3
105376,2,1,4,4,4
105377,4,3,4,4,3
105378,5,4,5,3,2
105379,5,5,5,5,5
105381,2,2,3,3,3
105382,4,2,5,4,4
105384,5,5,3,3,3
105385,5,4,5,3,3
105387,2,1,4,4,4
105389,4,3,5,3,3
105390,1,1,1,2,1
105391,2,2,3,3,2
105392,2,1,4,4,4
105393,4,3,4,4,4
105394,1,1,1,3,3
105395,4,4,3,4,4
105396,5,5,3,5,5
105397,4,2,5,4,5
105398,2,3,3,1,1
105399,1,1,4,3,3
105401,5,4,5,3,3
105402,3,3,4,3,3
105404,5,4,5,5,5
105407,3,2,3,4,3
105408,4,2,5,4,4
105409,2,1,4,4,4
105410,5,4,5,5,5
105411,4,2,5,4,4
105412,4,3,2,4,4
105413,2,2,4,3,2
105416,2,2,4,3,2
105417,2,1,4,4,3
105419,2,2,3,3,3
105420,2,1,5,5,5
105421,2,1,5,4,4
105422,4,3,4,4,4
105423,3,3,4,,
105426,1,2,1,2,2
105427,5,5,4,4,3
105428,1,2,1,3,2
105429,2,2,4,3,2
105430,3,2,3,4,4
105431,5,5,2,4,3
105432,4,4,4,4,4
105433,1,1,3,3,2
105434,2,1,2,5,5
105435,5,5,2,3,2
105436,5,4,5,3,3
105437,3,2,5,3,2
105438,3,3,3,2,2
105439,3,3,3,3,3
105440,1,1,4,2,1
105441,3,3,4,3,3
105442,2,1,5,4,4
105443,2,2,3,3,3
105444,5,5,3,4,4
105445,2,3,1,3,2
105447,1,1,3,3,3
105448,2,2,4,3,2
105449,5,5,5,4,4
105451,4,4,4,3,3
105452,2,1,4,4,4
105453,2,1,3,4,3
105454,3,2,5,3,3
105455,4,4,2,3,3
105458,3,3,5,1,1
105459,4,4,4,2,1
105460,2,1,3,4,3
105461,2,1,5,4,3
105462,4,2,5,5,5
105463,2,1,3,5,5
105464,4,4,4,3,3
105465,1,2,1,2,1
105466,4,4,4,3,4
105467,1,2,1,3,2
105468,1,1,3,3,2
105469,1,1,4,2,1
105470,3,2,2,4,4
105471,3,2,5,3,3
105472,5,3,5,5,5
105473,4,4,2,3,2
105474,1,1,2,3,2
105475,2,1,4,4,4
105476,5,4,5,4,3
105477,1,1,4,2,2
105478,4,4,2,3,3
105479,4,3,5,3,2
105480,2,1,3,4,3
105481,2,3,1,3,3
105482,2,1,5,4,3
105484,5,5,5,4,4
105485,3,2,4,4,4
105486,2,1,3,4,3
105487,5,5,3,5,5
105488,1,2,1,3,2
105489,3,3,4,3,3
105491,4,3,3,4,3
105492,2,1,5,4,3
105494,4,2,5,4,4
105495,2,1,3,4,4
105496,5,3,5,4,4
105497,1,1,3,3,2
105498,5,4,5,4,3
105499,5,3,5,4,4
105500,3,3,3,3,3
105502,3,2,3,4,3
105503,3,2,4,5,5
105504,4,4,2,4,3
105505,5,5,3,4,4
105506,2,1,5,4,4
105507,1,1,4,3,3
105508,5,3,5,4,4
105509,4,3,5,3,2
105510,4,2,5,4,4
105511,5,5,5,5,5
105512,3,2,3,4,4
105513,2,2,4,3,2
105514,4,4,4,4,4
105515,5,5,5,3,3
105516,5,4,5,4,4
105518,5,4,5,4,5
105519,2,2,4,3,3
105520,2,1,5,3,2
105521,2,1,3,4,4
105522,5,5,5,3,2
105523,3,3,3,3,2
105524,3,2,3,4,4
105525,3,2,4,4,3
105526,5,4,5,4,5
105528,4,4,3,4,3
105529,4,3,5,3,3
105530,4,4,4,4,4
105531,1,1,2,3,2
105532,5,4,5,4,4
105533,2,2,4,3,4
105537,4,3,5,3,2
105538,2,2,2,2,1
105539,3,4,1,2,1
105541,3,2,2,4,3
105543,3,3,3,2,1
105544,5,5,2,4,4
105546,2,2,3,3,3
105547,5,5,4,4,4
105548,4,3,3,4,4
105549,3,2,3,4,4
105550,1,1,4,3,3
105551,4,3,5,3,2
105552,5,5,2,4,5
105553,4,3,5,3,3
105554,3,2,5,3,5
105555,5,3,5,4,3
105556,5,4,5,5,5
105558,2,1,5,3,3
105559,1,1,2,3,2
105560,3,2,3,4,4
105561,3,4,1,4,4
105562,2,2,4,3,3
105563,5,5,3,4,4
105564,3,2,3,4,4
105565,4,3,2,4,4
105566,2,1,2,4,4
105567,1,1,3,3,3
105568,2,2,4,3,3
105570,4,4,3,3,2
105571,3,2,4,4,3
105572,3,2,5,2,2
105574,4,4,3,3,3
105575,4,4,4,3,4
105577,4,4,4,3,2
105578,5,3,5,4,3
105579,4,3,4,4,4
105580,2,1,5,4,3
105581,4,2,5,4,4
105584,5,5,5,3,1
105586,3,3,1,4,3
105587,1,2,4,1,1
105588,1,1,4,3,2
105589,1,1,1,3,3
105591,4,4,2,4,4
105592,2,1,2,4,4
105593,3,2,2,4,4
